listing_id,seller_id,category_id,created_at
1141620,94532787850,2,2024-01-01
1142173,87944779917,2,2024-01-01
1142725,97374363906,1,2024-01-01
1143277,60931330665,1,2024-01-01
1143829,3323425751,2,2024-01-01
1144382,87014850347,1,2024-01-01
1144934,40815560652,1,2024-01-01
1145486,21787820811,1,2024-01-01
1146591,4292764830,2,2024-01-01
1147143,65603422910,2,2024-01-01
1147696,20568220502,1,2024-01-01
1151009,17537448427,1,2024-01-01
1151562,35556849395,1,2024-01-01
1152114,93362038010,2,2024-01-01
1152666,7784280062,1,2024-01-01
1153219,37061887763,2,2024-01-01
1153771,11267838049,1,2024-01-01
1154323,82126050175,1,2024-01-01
1154875,18425219763,2,2024-01-01
1155428,29306345588,2,2024-01-01
1155980,32635231420,2,2024-01-01
1156532,60088050246,1,2024-01-01
1157085,57936271725,2,2024-01-01
1157637,33238731556,2,2024-01-01
1158189,16343223827,1,2024-01-01
1158742,28086905848,2,2024-01-01
1159294,62992139309,1,2024-01-01
1160398,82083475949,2,2024-01-01
1160951,83307746837,2,2024-01-01
1161503,72299294739,2,2024-01-01
1162055,72771681789,2,2024-01-01
1162608,39776214246,2,2024-01-01
1163160,689339660,1,2024-01-01
1163712,47501921105,1,2024-01-01
1164817,14516682915,2,2024-01-01
1165369,5813584967,2,2024-01-01
1165921,70108456652,2,2024-01-01
1166474,66810551515,1,2024-01-01
1167026,22374277894,2,2024-01-01
1167578,74507894043,2,2024-01-01
1168131,55936255796,1,2024-01-01
1168683,6985874676,1,2024-01-01
1169235,56474437179,1,2024-01-01
1169788,62372364631,2,2024-01-01
1170340,85903420392,2,2024-01-01
1171444,92124810462,2,2024-01-01
1171997,69516552829,2,2024-01-01
1172549,67156618342,2,2024-01-01
1173101,948625792,2,2024-01-01
1173654,22329339249,1,2024-01-01
1174206,46265383607,2,2024-01-01
1174758,12636519384,2,2024-01-01
1175311,46734985483,2,2024-01-01
1175863,44227072273,2,2024-01-01
1176415,49542841946,2,2024-01-01
1176967,70084472212,1,2024-01-01
1178072,31767549581,2,2024-01-01
1178624,12345699010,2,2024-01-01
1179177,98461689008,1,2024-01-01
1179729,71445626554,1,2024-01-01
1180281,51050931496,2,2024-01-01
1180834,74406592227,2,2024-01-01
1181386,20607602860,1,2024-01-01
1181938,28145791656,1,2024-01-01
1182490,44391064237,1,2024-01-01
1185804,6979548398,2,2024-01-01
1186357,22850973202,2,2024-01-01
1186909,77105495927,2,2024-01-01
1187461,52556929853,2,2024-01-01
1188013,46039496364,2,2024-01-01
1188566,73469118246,2,2024-01-01
1189118,81366061994,1,2024-01-01
1189670,64785866248,2,2024-01-01
1190223,92713417505,2,2024-01-01
1190775,96353867581,1,2024-01-01
1191327,15623414385,2,2024-01-01
1191880,41888244194,2,2024-01-01
1192432,93223250385,2,2024-01-01
1192984,81851894009,2,2024-01-01
1193536,30738965033,2,2024-01-01
1194089,53540437335,1,2024-01-01
1194641,66643346348,2,2024-01-01
1195193,29685226762,2,2024-01-01
1195746,2227683633,2,2024-01-01
1196298,42417937574,2,2024-01-01
1196850,32345142305,2,2024-01-01
1197403,6047944071,1,2024-01-01
1197955,17771700593,2,2024-01-01
1198507,66970186975,2,2024-01-01
1199059,40738753958,3,2024-01-01
1199612,25868108107,2,2024-01-01
1200164,81492867264,1,2024-01-01
1201269,2038352340,2,2024-01-01
1201821,59139947513,1,2024-01-01
1202373,97440036171,2,2024-01-01
1202926,47892993006,2,2024-01-01
1203478,51169192919,1,2024-01-01
1204030,9878435050,2,2024-01-01
1204582,81066007591,1,2024-01-01
1205135,92401344286,2,2024-01-01
1205687,94733064515,1,2024-01-01
1206239,25094598253,2,2024-01-01
1206792,29523917719,2,2024-01-01
1207344,55463847321,2,2024-01-01
1207896,67967578281,2,2024-01-01
1208449,19967814023,2,2024-01-01
1209001,47844092672,1,2024-01-01
1209553,16999172748,2,2024-01-01
1210105,42067422922,1,2024-01-01
1210658,11659629495,1,2024-01-01
1211210,44133572709,1,2024-01-01
1211762,36919388172,2,2024-01-01
1212315,60675986023,2,2024-01-01
1212867,44123434263,2,2024-01-01
1215628,15847512321,2,2024-01-01
1216181,70757131780,2,2024-01-01
1216733,68581912251,1,2024-01-01
1217285,3491947517,1,2024-01-01
1217838,80953875488,2,2024-01-01
1218390,38478718480,2,2024-01-01
1218942,84147864821,2,2024-01-01
1219495,40348053102,2,2024-01-01
1220047,91864950988,2,2024-01-01
1220599,5274414000,1,2024-01-01
1221151,50336791874,1,2024-01-01
1221704,67025449634,2,2024-01-01
1222256,86170800318,1,2024-01-01
1222808,27899766790,2,2024-01-01
1223361,9734975215,2,2024-01-01
1225570,54156502664,2,2024-01-01
1226122,74817474743,1,2024-01-01
1226674,4148477175,2,2024-01-01
1227227,7773611662,1,2024-01-01
1227779,56605529359,2,2024-01-01
1228331,15828748157,2,2024-01-01
1228884,63587153380,2,2024-01-01
1229436,30424058431,2,2024-01-01
1229988,9133292331,2,2024-01-01
1231093,20797630440,1,2024-01-01
1231645,88590210219,2,2024-01-01
1232197,54696368800,2,2024-01-01
1232750,71212911078,2,2024-01-01
1233302,56078532328,2,2024-01-01
1233854,7389895192,2,2024-01-01
1234407,16078198788,2,2024-01-01
1234959,11305561400,2,2024-01-01
1235511,49205961611,1,2024-01-01
1236064,57923573309,2,2024-01-01
1236616,28500669928,2,2024-01-01
1237168,2394775181,2,2024-01-01
1237720,21048079300,2,2024-01-01
1238273,93401226028,2,2024-01-01
1238825,16135561331,2,2024-01-01
1239377,37125469770,2,2024-01-01
1239930,47984042268,2,2024-01-01
1240482,89286069468,2,2024-01-01
1241034,10971876811,2,2024-01-01
1241587,69167978555,2,2024-01-01
1242139,95697755445,2,2024-01-01
1242691,6842214402,1,2024-01-01
1243243,85374559998,2,2024-01-01
1243796,25500353504,1,2024-01-01
1244348,39254540312,1,2024-01-01
1244900,81186886194,2,2024-01-01
1245453,14904883782,1,2024-01-01
1246005,77788716550,2,2024-01-01
1246557,35414988368,1,2024-01-01
1247110,58292705877,1,2024-01-01
1247662,40716509666,2,2024-01-01
1248214,25614229826,2,2024-01-01
1249319,49315683762,2,2024-01-01
1249871,51816754540,1,2024-01-01
1250423,63433096145,2,2024-01-01
1250976,41755426035,2,2024-01-01
1251528,44376708665,1,2024-01-01
1252080,43465301578,1,2024-01-01
1252633,42275596201,1,2024-01-01
1253185,61131560985,2,2024-01-01
1253737,65849605461,2,2024-01-01
1254289,90186098837,1,2024-01-01
1254842,83903389887,1,2024-01-01
1255394,64685280889,2,2024-01-01
1255946,47032262131,2,2024-01-01
1256499,64691515953,2,2024-01-01
1257051,62654081415,1,2024-01-01
1257603,21976510866,2,2024-01-01
1258708,60141836267,1,2024-01-01
1259260,58284792631,1,2024-01-01
1259812,52707584632,2,2024-01-01
1260365,83966982530,1,2024-01-01
1260917,78440704783,1,2024-01-01
1261469,40890787484,2,2024-01-01
1262022,45447948206,1,2024-01-01
1262574,60243935879,1,2024-01-01
1263126,91037237183,2,2024-01-01
1263679,25763359778,2,2024-01-01
1264231,19341139444,2,2024-01-01
1264783,87560538920,1,2024-01-01
1265335,89878315253,2,2024-01-01
1265888,11984398378,2,2024-01-01
1266440,69029062217,2,2024-01-01
1266992,15494932228,2,2024-01-01
1267545,1640832963,2,2024-01-01
1268097,13746585241,1,2024-01-01
1268649,98531770068,2,2024-01-01
1271963,80917711958,1,2024-01-01
1272515,84473709196,1,2024-01-01
1273620,88013998883,3,2024-01-01
1274172,60622441965,1,2024-01-01
1274725,44367748174,2,2024-01-01
1275277,84893152286,2,2024-01-01
1275829,96286267716,2,2024-01-01
1276381,17180989319,2,2024-01-01
1276934,17802908936,1,2024-01-01
1277486,58444192906,2,2024-01-01
1278038,26436280092,2,2024-01-01
1278591,29253854739,2,2024-01-01
1279143,46404652822,2,2024-01-01
1279695,58667832089,1,2024-01-01
1280248,70418022717,2,2024-01-01
1280800,4056781803,2,2024-01-01
1281352,84486431830,2,2024-01-01
1281904,26719503238,2,2024-01-01
1282457,30563131860,2,2024-01-01
1283009,75745621560,2,2024-01-01
1283561,25554233693,2,2024-01-01
1284114,45711651598,1,2024-01-01
1284666,50368029517,1,2024-01-01
1285218,55683633907,1,2024-01-01
1285771,64185966058,2,2024-01-01
1287427,74260924259,2,2024-01-01
1287980,65125319788,2,2024-01-01
1288532,48327323941,1,2024-01-01
1289084,20510598547,1,2024-01-01
1289637,9750353852,2,2024-01-01
1290189,57100781847,2,2024-01-01
1290741,11373673042,2,2024-01-01
1291294,2631536622,2,2024-01-01
1291846,42425649793,2,2024-01-01
1292398,72815720692,2,2024-01-01
1292950,7807627593,1,2024-01-01
1293503,86417259099,1,2024-01-01
1294055,37330490857,1,2024-01-01
1294607,87906989685,1,2024-01-01
1295160,93706332442,2,2024-01-01
1295712,6732487792,1,2024-01-01
1296264,23750762173,1,2024-01-01
1296817,78673339212,1,2024-01-01
1297369,21949521987,1,2024-01-01
1297921,50673259142,1,2024-01-01
1298473,11495306456,2,2024-01-01
1299026,62503354771,1,2024-01-01
1299578,61982519804,2,2024-01-01
1300130,39419757512,2,2024-01-01
1300683,70579548744,1,2024-01-01
1301235,21749225637,2,2024-01-01
1301787,30766376884,1,2024-01-01
1302340,4576319543,1,2024-01-01
1302892,52116404539,3,2024-01-01
1303444,6825076306,2,2024-01-01
1303996,93646573118,2,2024-01-01
1304549,90486023278,1,2024-01-01
1305101,53314442143,2,2024-01-01
1305653,93545191438,2,2024-01-01
1306206,15097695403,1,2024-01-01
1306758,45534966158,1,2024-01-01
1307310,64786057639,1,2024-01-01
1307863,90004732073,2,2024-01-01
1308415,91197402849,1,2024-01-01
1308967,61294358575,2,2024-01-01
1309519,76341955125,1,2024-01-01
1310072,72611787863,2,2024-01-01
1310624,29998285923,2,2024-01-01
1311176,97069047757,2,2024-01-01
1311729,64293042107,2,2024-01-01
1312281,51579822752,2,2024-01-01
1312833,14374445699,1,2024-01-01
1313386,14322825094,2,2024-01-01
1313938,77437300795,2,2024-01-01
1314490,40255071280,1,2024-01-01
1315042,12030485520,2,2024-01-01
1315595,42273759988,2,2024-01-01
1316147,89270309898,1,2024-01-01
1316699,20886452914,1,2024-01-01
1317252,72246290898,1,2024-01-01
1317804,25728158980,1,2024-01-01
1318356,69724697185,2,2024-01-01
1318909,86633710982,2,2024-01-01
1319461,3824109768,2,2024-01-01
1320013,61656429942,1,2024-01-01
1320565,66943915679,2,2024-01-01
1321118,84123073098,2,2024-01-01
1321670,82631426580,2,2024-01-01
1322222,32475577740,2,2024-01-01
1322775,55642739744,1,2024-01-01
1323327,85908089774,1,2024-01-01
1323879,24873888478,1,2024-01-01
1324432,49547130622,2,2024-01-01
1324984,84021843835,1,2024-01-01
1325536,37617298944,2,2024-01-01
1326088,52485385239,1,2024-01-01
1326641,33952991254,1,2024-01-01
1327193,44159058624,2,2024-01-01
1327745,86350704637,2,2024-01-01
1328298,97765256955,1,2024-01-01
1328850,81745064262,1,2024-01-01
1329402,24038577247,2,2024-01-01
1329955,57412920877,2,2024-01-01
1330507,9899986845,1,2024-01-01
1331059,50967627357,1,2024-01-01
1331611,32729811162,1,2024-01-01
1332164,59272298800,2,2024-01-01
1332716,57211550677,2,2024-01-01
1333268,24025629258,2,2024-01-01
1333821,76723251474,2,2024-01-01
1334373,45317219946,2,2024-01-01
1334925,55328430242,2,2024-01-01
1335478,39482467591,1,2024-01-01
1336030,7038185116,2,2024-01-01
1336582,83104436080,1,2024-01-01
1337134,23200972509,1,2024-01-01
1337687,68755138519,2,2024-01-01
1338239,72187940416,2,2024-01-01
1338791,29241866652,1,2024-01-01
1339344,83083674415,2,2024-01-01
1339896,84560895335,1,2024-01-01
1340448,40808841464,1,2024-01-01
1341001,15617572514,2,2024-01-01
1341553,19551160805,2,2024-01-01
1342105,71629081994,2,2024-01-01
1342657,30940457021,1,2024-01-01
1343210,58009803783,1,2024-01-01
1343762,30116882477,2,2024-01-01
1344314,41389421098,1,2024-01-01
1344867,66779377123,2,2024-01-01
1345419,53354982147,1,2024-01-01
1345971,21547822804,2,2024-01-01
1346524,57305994679,2,2024-01-01
1347076,92730001582,2,2024-01-01
1347628,87635804876,2,2024-01-01
1348180,41629003262,2,2024-01-01
1348733,11950028501,2,2024-01-01
1349285,95192822163,2,2024-01-01
1349837,6130798547,2,2024-01-01
1350390,51367200061,2,2024-01-01
1350942,58408401042,2,2024-01-01
1351494,91965599567,2,2024-01-01
1352047,8172746932,1,2024-01-01
1352599,78768500054,2,2024-01-01
1353151,3563503030,1,2024-01-01
1353703,90956192931,1,2024-01-01
1354256,15756068088,2,2024-01-01
1354808,24768018327,2,2024-01-01
1355360,66000316990,1,2024-01-01
1355913,81034268857,2,2024-01-01
1356465,21192497123,2,2024-01-01
1357017,92972999511,2,2024-01-01
1357570,97343045389,1,2024-01-01
1358122,25123739690,1,2024-01-01
1358674,27478796623,2,2024-01-01
1359226,84120747884,2,2024-01-01
1359779,44013922440,1,2024-01-01
1360331,76948781651,2,2024-01-01
1360883,20729008722,2,2024-01-01
1361436,24135792092,2,2024-01-01
1361988,18633022743,2,2024-01-01
1362540,25835486693,2,2024-01-01
1363093,67557162323,2,2024-01-01
1365854,40184049403,2,2024-01-01
1366406,34685841363,1,2024-01-01
1366959,11362726562,2,2024-01-01
1367511,3589586967,2,2024-01-01
1368063,24138275549,1,2024-01-01
1368616,35885613841,1,2024-01-01
1369168,20138015423,1,2024-01-01
1369720,57502125392,2,2024-01-01
1370272,68905124683,2,2024-01-01
1370825,41917153622,2,2024-01-01
1371377,75427375884,2,2024-01-01
1371929,65023787413,2,2024-01-01
1372482,66850601740,1,2024-01-01
1373034,50926699500,2,2024-01-01
1373586,32459414344,1,2024-01-01
1374139,20579239232,2,2024-01-01
1374691,53927684523,2,2024-01-01
1375243,17810750507,2,2024-01-01
1375795,34416621424,2,2024-01-01
1376348,87064762165,2,2024-01-01
1376900,98324965537,1,2024-01-01
1377452,77372797211,1,2024-01-01
1378005,84272466981,1,2024-01-01
1378557,17112437857,1,2024-01-01
1379109,30262643335,1,2024-01-01
1379662,71778673938,1,2024-01-01
1380214,23247142217,2,2024-01-01
1380766,85660465088,2,2024-01-01
1381318,17564820154,1,2024-01-01
1381871,41257472265,2,2024-01-01
1382423,70583384009,2,2024-01-01
1382975,93058121104,2,2024-01-01
1383528,89772663884,2,2024-01-01
1384080,59810199450,1,2024-01-01
1384632,20925642299,2,2024-01-01
1385185,91471245378,1,2024-01-01
1385737,52060217625,1,2024-01-01
1386289,12977044205,2,2024-01-01
1386841,26428960619,2,2024-01-01
1387394,35584537827,1,2024-01-01
1387946,88495754661,2,2024-01-01
1388498,67587640600,2,2024-01-01
1389051,34816624694,1,2024-01-01
1389603,88132463176,2,2024-01-01
1390155,33493041868,1,2024-01-01
1390708,68286462615,2,2024-01-01
1391260,18475503970,2,2024-01-01
1391812,21342091752,2,2024-01-01
1392364,37815426324,2,2024-01-01
1392917,77372423151,2,2024-01-01
1393469,27783282805,1,2024-01-01
1394021,43083885155,1,2024-01-01
1394574,1260650809,2,2024-01-01
1395126,6756748484,2,2024-01-01
1395678,26935160679,2,2024-01-01
1396231,29008095411,1,2024-01-01
1396783,340758042,2,2024-01-01
1397335,40199067873,2,2024-01-01
1397887,95185712716,1,2024-01-01
1398440,87035832732,2,2024-01-01
1398992,93988661910,2,2024-01-01
1399544,8120491427,1,2024-01-01
1400097,8505005505,2,2024-01-01
1400649,59313613852,1,2024-01-01
1401201,92049258740,1,2024-01-01
1401754,46829060757,1,2024-01-01
1402306,42150054304,2,2024-01-01
1402858,95403947038,2,2024-01-01
1403410,39384846334,2,2024-01-01
1403963,88007936623,2,2024-01-01
1404515,78700082645,2,2024-01-01
1405067,464927437,2,2024-01-01
1405620,79905464481,2,2024-01-01
1406172,61572065747,2,2024-01-01
1406724,39482300104,2,2024-01-01
1407277,57658096355,2,2024-01-01
1407829,68542964338,1,2024-01-01
1408381,1772627031,1,2024-01-01
1408933,58258680630,1,2024-01-01
1409486,52738256367,1,2024-01-01
1410038,78310618303,1,2024-01-01
1410590,78044104062,2,2024-01-01
1411143,72358124487,2,2024-01-01
1411695,1874009851,2,2024-01-01
1412247,3939862456,1,2024-01-01
1412800,95079730050,1,2024-01-01
1413352,15864964838,1,2024-01-01
1413904,1358561644,1,2024-01-01
1414456,12863657045,1,2024-01-01
1415009,62132384851,2,2024-01-01
1415561,5182760229,1,2024-01-01
1416113,78519406470,1,2024-01-01
1416666,6565759063,2,2024-01-01
1417218,96318990280,1,2024-01-01
1417770,64034925261,1,2024-01-01
1418323,53108860211,2,2024-01-01
1418875,48710168809,2,2024-01-01
1419427,23167678100,2,2024-01-01
1419979,76097964235,2,2024-01-01
1420532,77720260976,2,2024-01-01
1421084,67988523719,1,2024-01-01
1421636,19117565420,2,2024-01-01
1422189,32155673666,1,2024-01-01
1422741,65088602752,2,2024-01-01
1423293,30900714667,1,2024-01-01
1423846,31885898298,1,2024-01-01
1424398,60688379967,2,2024-01-01
1424950,46030051006,2,2024-01-01
1425502,80951994322,2,2024-01-01
1426055,41475325508,2,2024-01-01
1426607,54377094483,2,2024-01-01
1427159,78412806115,2,2024-01-01
1427712,57766746662,1,2024-01-01
1428264,36013124438,1,2024-01-01
1428816,8770896305,2,2024-01-01
1429369,23917369415,2,2024-01-01
1429921,45892225237,1,2024-01-01
1430473,37054240683,1,2024-01-01
1431025,44760039195,2,2024-01-01
1431578,20368956893,1,2024-01-01
1432130,51603757074,2,2024-01-01
1432682,73096097601,2,2024-01-01
1433235,16901864823,2,2024-01-01
1433787,3051356487,2,2024-01-01
1434339,93364792971,2,2024-01-01
1434892,66486085219,2,2024-01-01
1435444,207127826,1,2024-01-01
1435996,69568692921,2,2024-01-01
1436548,4057375575,2,2024-01-01
1437101,25100182131,1,2024-01-01
1437653,50065332753,2,2024-01-01
1438205,6972409935,1,2024-01-01
1440415,8370376679,2,2024-01-01
1440967,37399514747,2,2024-01-01
1441519,59894613436,1,2024-01-01
1442071,49452482862,2,2024-01-01
1442624,69386945815,1,2024-01-01
1443176,3999153076,2,2024-01-01
1443728,12693730711,1,2024-01-01
1444281,1661930503,2,2024-01-01
1444833,14940650956,1,2024-01-01
1445385,51013032568,2,2024-01-01
1445938,91331960557,2,2024-01-01
1446490,79163622425,2,2024-01-01
1447042,97713158436,2,2024-01-01
1447594,71967603342,2,2024-01-01
1448147,14569612288,2,2024-01-01
1448699,1409816628,2,2024-01-01
1449251,92158790808,2,2024-01-01
1449804,59745688928,2,2024-01-01
1450356,16070608177,2,2024-01-01
1450908,33280739304,2,2024-01-01
1451461,4931559861,2,2024-01-01
1452013,84679291184,1,2024-01-01
1452565,29585338367,2,2024-01-01
1453117,54511878308,2,2024-01-01
1453670,97606947810,2,2024-01-01
1454222,91128869436,2,2024-01-01
1454774,52740503192,2,2024-01-01
1455327,55329686510,1,2024-01-01
1455879,49673363488,2,2024-01-01
1456431,76064515603,1,2024-01-01
1456984,59008360211,2,2024-01-01
1457536,33576348985,2,2024-01-01
1458088,78222224134,2,2024-01-01
1458640,41713254392,2,2024-01-01
1459193,73222976110,2,2024-01-01
1459745,55838171489,2,2024-01-01
1460297,46699050383,2,2024-01-01
1460850,68827037641,2,2024-01-01
1461402,46734737467,2,2024-01-01
1461954,86014638384,2,2024-01-01
1462507,65310413270,2,2024-01-01
1463059,9478138224,1,2024-01-01
1463611,87704606123,2,2024-01-01
1464163,69586683503,1,2024-01-01
1464716,34266712626,1,2024-01-01
1465268,66371548742,2,2024-01-01
1465820,91305743194,2,2024-01-01
1466373,36389064662,1,2024-01-01
1466925,15305733205,1,2024-01-01
1467477,84696354622,1,2024-01-01
1468030,15654467731,1,2024-01-01
1468582,96686781899,1,2024-01-01
1469134,49541469344,1,2024-01-01
1469686,82750631986,1,2024-01-01
1470239,35337631331,2,2024-01-01
1470791,16463877515,1,2024-01-01
1471343,93176517253,1,2024-01-01
1471896,87979865897,1,2024-01-01
1472448,49896631802,2,2024-01-01
1473000,54872866190,2,2024-01-01
1479076,7406671895,1,2024-01-01
1479628,40645193210,1,2024-01-01
1480180,96774911627,1,2024-01-01
1480732,29961370992,1,2024-01-01
1481285,21666270746,1,2024-01-01
1481837,6476735175,1,2024-01-01
1482389,43499324141,2,2024-01-01
1482942,58339499451,2,2024-01-01
1483494,24837497743,1,2024-01-01
1484046,4934211113,1,2024-01-01
1484599,36365215267,1,2024-01-01
1485151,70962585384,2,2024-01-01
1485703,39369263064,1,2024-01-01
1486255,43179153482,2,2024-01-01
1486808,2398835933,2,2024-01-01
1487360,56143744968,2,2024-01-01
1487912,58535355760,1,2024-01-01
1488465,11976848782,2,2024-01-01
1489017,97953465761,1,2024-01-01
1489569,84240416625,1,2024-01-01
1490122,42267829819,1,2024-01-01
1490674,26743726959,2,2024-01-01
1491226,49224319367,2,2024-01-01
1491778,33374680507,2,2024-01-01
1492331,41738636720,2,2024-01-01
