price_id,listing_id,price,timestamp
110,1085286,505,2024-01-01
111,1085838,113,2024-01-01
112,1086390,810,2024-01-01
113,1086943,370,2024-01-01
114,1087495,738,2024-01-01
115,1088047,1013,2024-01-01
116,1088599,464,2024-01-01
117,1089152,744,2024-01-01
118,1089704,764,2024-01-01
119,1090809,355,2024-01-01
120,1091361,244,2024-01-01
121,1091913,385,2024-01-01
122,1092466,950,2024-01-01
123,1093018,374,2024-01-01
124,1093570,375,2024-01-01
125,1094675,842,2024-01-01
126,1095227,1015,2024-01-01
127,1095779,503,2024-01-01
128,1096332,483,2024-01-01
129,1096884,176,2024-01-01
130,1097436,185,2024-01-01
131,1097989,387,2024-01-01
132,1098541,1155,2024-01-01
133,1099093,665,2024-01-01
134,1099645,175,2024-01-01
135,1100198,408,2024-01-01
136,1100750,601,2024-01-01
137,1101302,107,2024-01-01
138,1101855,724,2024-01-01
139,1102407,450,2024-01-01
140,1102959,1153,2024-01-01
141,1103512,327,2024-01-01
142,1106825,539,2024-01-01
143,1107378,232,2024-01-01
144,1107930,968,2024-01-01
145,1108482,460,2024-01-01
146,1109035,81,2024-01-01
147,1110139,1084,2024-01-01
148,1110691,402,2024-01-01
149,1111244,457,2024-01-01
150,1111796,938,2024-01-01
151,1112348,405,2024-01-01
152,1112901,907,2024-01-01
153,1113453,693,2024-01-01
154,1114005,586,2024-01-01
155,1114558,112,2024-01-01
156,1115662,749,2024-01-01
157,1116214,538,2024-01-01
158,1116767,252,2024-01-01
159,1119528,131,2024-01-01
160,1120081,444,2024-01-01
161,1120633,1089,2024-01-01
162,1121185,518,2024-01-01
163,1121737,220,2024-01-01
164,1122290,1133,2024-01-01
165,1122842,316,2024-01-01
166,1123394,396,2024-01-01
167,1123947,813,2024-01-01
168,1124499,111,2024-01-01
169,1125051,908,2024-01-01
170,1125604,823,2024-01-01
171,1126156,186,2024-01-01
172,1126708,84,2024-01-01
173,1127260,241,2024-01-01
174,1127813,54,2024-01-01
175,1128365,656,2024-01-01
176,1128917,509,2024-01-01
177,1129470,1198,2024-01-01
178,1130022,588,2024-01-01
179,1130574,228,2024-01-01
180,1131127,874,2024-01-01
181,1131679,1052,2024-01-01
182,1132231,1127,2024-01-01
183,1132783,137,2024-01-01
184,1133336,138,2024-01-01
185,1133888,597,2024-01-01
186,1134993,959,2024-01-01
187,1135545,595,2024-01-01
188,1136097,1076,2024-01-01
189,1136650,956,2024-01-01
190,1137202,81,2024-01-01
191,1141068,1067,2024-01-01
192,1141620,794,2024-01-01
193,1142173,842,2024-01-01
194,1142725,1164,2024-01-01
195,1143277,1032,2024-01-01
196,1143829,545,2024-01-01
197,1144382,786,2024-01-01
198,1144934,114,2024-01-01
199,1145486,643,2024-01-01
200,1146591,841,2024-01-01
201,1147143,73,2024-01-01
202,1147696,1143,2024-01-01
203,1151009,1095,2024-01-01
204,1151562,503,2024-01-01
205,1152114,895,2024-01-01
206,1152666,426,2024-01-01
207,1153219,1127,2024-01-01
208,1153771,368,2024-01-01
209,1154323,679,2024-01-01
210,1154875,850,2024-01-01
211,1155428,1003,2024-01-01
212,1155980,875,2024-01-01
213,1156532,953,2024-01-01
214,1157085,720,2024-01-01
215,1157637,387,2024-01-01
216,1158189,662,2024-01-01
217,1158742,375,2024-01-01
218,1159294,706,2024-01-01
219,1160398,487,2024-01-01
220,1160951,779,2024-01-01
221,1161503,209,2024-01-01
222,1162055,1083,2024-01-01
223,1162608,616,2024-01-01
224,1163160,968,2024-01-01
225,1163712,643,2024-01-01
226,1164817,961,2024-01-01
227,1165369,544,2024-01-01
228,1165921,523,2024-01-01
229,1166474,614,2024-01-01
230,1167026,178,2024-01-01
231,1167578,61,2024-01-01
232,1168131,901,2024-01-01
233,1168683,1189,2024-01-01
234,1169235,783,2024-01-01
235,1169788,69,2024-01-01
236,1170340,1018,2024-01-01
237,1171444,935,2024-01-01
238,1171997,784,2024-01-01
239,1172549,55,2024-01-01
240,1173101,989,2024-01-01
241,1173654,1029,2024-01-01
242,1174206,291,2024-01-01
243,1174758,787,2024-01-01
244,1175311,269,2024-01-01
245,1175863,725,2024-01-01
246,1176415,612,2024-01-01
247,1176967,920,2024-01-01
248,1178072,824,2024-01-01
249,1178624,1038,2024-01-01
250,1179177,1074,2024-01-01
251,1179729,72,2024-01-01
252,1180281,162,2024-01-01
253,1180834,701,2024-01-01
254,1181386,566,2024-01-01
255,1181938,741,2024-01-01
256,1182490,338,2024-01-01
257,1185804,685,2024-01-01
258,1186357,348,2024-01-01
259,1186909,824,2024-01-01
260,1187461,68,2024-01-01
261,1188013,933,2024-01-01
262,1188566,69,2024-01-01
263,1189118,1034,2024-01-01
264,1189670,248,2024-01-01
265,1190223,1019,2024-01-01
266,1190775,588,2024-01-01
267,1191327,206,2024-01-01
268,1191880,528,2024-01-01
269,1192432,332,2024-01-01
270,1192984,174,2024-01-01
271,1193536,729,2024-01-01
272,1194089,292,2024-01-01
273,1194641,1142,2024-01-01
274,1195193,1056,2024-01-01
275,1195746,73,2024-01-01
276,1196298,56,2024-01-01
277,1196850,1047,2024-01-01
278,1197403,643,2024-01-01
279,1197955,943,2024-01-01
280,1198507,1152,2024-01-01
281,1199059,599,2024-01-01
282,1199612,672,2024-01-01
283,1200164,50,2024-01-01
284,1201269,575,2024-01-01
285,1201821,99,2024-01-01
286,1202373,52,2024-01-01
287,1202926,964,2024-01-01
288,1203478,68,2024-01-01
289,1204030,549,2024-01-01
290,1204582,438,2024-01-01
291,1205135,490,2024-01-01
292,1205687,1137,2024-01-01
293,1206239,1170,2024-01-01
294,1206792,753,2024-01-01
295,1207344,369,2024-01-01
296,1207896,508,2024-01-01
297,1208449,443,2024-01-01
298,1209001,947,2024-01-01
299,1209553,857,2024-01-01
300,1210105,861,2024-01-01
301,1210658,536,2024-01-01
302,1211210,690,2024-01-01
303,1211762,971,2024-01-01
304,1212315,696,2024-01-01
305,1212867,1188,2024-01-01
306,1215628,1042,2024-01-01
307,1216181,52,2024-01-01
308,1216733,409,2024-01-01
309,1217285,121,2024-01-01
310,1217838,788,2024-01-01
311,1218390,586,2024-01-01
312,1218942,608,2024-01-01
313,1219495,964,2024-01-01
314,1220047,154,2024-01-01
315,1220599,132,2024-01-01
316,1221151,779,2024-01-01
317,1221704,619,2024-01-01
318,1222256,1155,2024-01-01
319,1222808,281,2024-01-01
320,1223361,280,2024-01-01
321,1225570,250,2024-01-01
322,1226122,430,2024-01-01
323,1226674,1170,2024-01-01
324,1227227,572,2024-01-01
325,1227779,173,2024-01-01
326,1228331,1092,2024-01-01
327,1228884,1033,2024-01-01
328,1229436,1015,2024-01-01
329,1229988,507,2024-01-01
330,1231093,445,2024-01-01
331,1231645,170,2024-01-01
332,1232197,377,2024-01-01
333,1232750,1162,2024-01-01
334,1233302,438,2024-01-01
335,1233854,874,2024-01-01
336,1234407,589,2024-01-01
337,1234959,725,2024-01-01
338,1235511,661,2024-01-01
339,1236064,960,2024-01-01
340,1236616,162,2024-01-01
341,1237168,431,2024-01-01
342,1237720,226,2024-01-01
343,1238273,1101,2024-01-01
344,1238825,954,2024-01-01
345,1239377,233,2024-01-01
346,1239930,1032,2024-01-01
347,1240482,1123,2024-01-01
348,1241034,811,2024-01-01
349,1241587,935,2024-01-01
350,1242139,465,2024-01-01
351,1242691,256,2024-01-01
352,1243243,716,2024-01-01
353,1243796,1196,2024-01-01
354,1244348,448,2024-01-01
355,1244900,920,2024-01-01
356,1245453,805,2024-01-01
357,1246005,859,2024-01-01
358,1246557,691,2024-01-01
359,1247110,693,2024-01-01
360,1247662,747,2024-01-01
361,1248214,906,2024-01-01
362,1249319,252,2024-01-01
363,1249871,718,2024-01-01
364,1250423,120,2024-01-01
365,1250976,1161,2024-01-01
366,1251528,407,2024-01-01
367,1252080,857,2024-01-01
368,1252633,839,2024-01-01
369,1253185,1126,2024-01-01
370,1253737,166,2024-01-01
371,1254289,330,2024-01-01
372,1254842,225,2024-01-01
373,1255394,839,2024-01-01
374,1255946,687,2024-01-01
375,1256499,293,2024-01-01
376,1257051,814,2024-01-01
377,1257603,698,2024-01-01
378,1258708,1124,2024-01-01
379,1259260,817,2024-01-01
380,1259812,52,2024-01-01
381,1260365,1198,2024-01-01
382,1260917,613,2024-01-01
383,1261469,961,2024-01-01
384,1262022,1111,2024-01-01
385,1262574,409,2024-01-01
386,1263126,572,2024-01-01
387,1263679,413,2024-01-01
388,1264231,455,2024-01-01
389,1264783,563,2024-01-01
390,1265335,410,2024-01-01
391,1265888,229,2024-01-01
392,1266440,1060,2024-01-01
393,1266992,1046,2024-01-01
394,1267545,114,2024-01-01
395,1268097,721,2024-01-01
396,1268649,146,2024-01-01
397,1271963,424,2024-01-01
398,1272515,435,2024-01-01
399,1273620,67,2024-01-01
400,1274172,590,2024-01-01
401,1274725,365,2024-01-01
402,1275277,314,2024-01-01
403,1275829,1139,2024-01-01
404,1276381,638,2024-01-01
405,1276934,1051,2024-01-01
406,1277486,164,2024-01-01
407,1278038,586,2024-01-01
408,1278591,828,2024-01-01
409,1279143,600,2024-01-01
410,1279695,700,2024-01-01
411,1280248,623,2024-01-01
412,1280800,1135,2024-01-01
413,1281352,331,2024-01-01
414,1281904,271,2024-01-01
415,1282457,217,2024-01-01
416,1283009,613,2024-01-01
417,1283561,73,2024-01-01
418,1284114,1057,2024-01-01
419,1284666,546,2024-01-01
420,1285218,88,2024-01-01
421,1285771,833,2024-01-01
422,1287427,869,2024-01-01
423,1287980,931,2024-01-01
424,1288532,781,2024-01-01
425,1289084,440,2024-01-01
426,1289637,1181,2024-01-01
427,1290189,923,2024-01-01
428,1290741,858,2024-01-01
429,1291294,413,2024-01-01
430,1291846,972,2024-01-01
431,1292398,346,2024-01-01
432,1292950,152,2024-01-01
433,1293503,619,2024-01-01
434,1294055,557,2024-01-01
435,1294607,177,2024-01-01
436,1295160,836,2024-01-01
437,1295712,181,2024-01-01
438,1296264,913,2024-01-01
439,1296817,556,2024-01-01
440,1297369,67,2024-01-01
441,1297921,253,2024-01-01
442,1298473,348,2024-01-01
443,1299026,951,2024-01-01
444,1299578,832,2024-01-01
445,1300130,652,2024-01-01
446,1300683,175,2024-01-01
447,1301235,710,2024-01-01
448,1301787,783,2024-01-01
449,1302340,760,2024-01-01
450,1302892,910,2024-01-01
451,1303444,749,2024-01-01
452,1303996,565,2024-01-01
453,1304549,567,2024-01-01
454,1305101,825,2024-01-01
455,1305653,458,2024-01-01
456,1306206,120,2024-01-01
457,1306758,613,2024-01-01
458,1307310,704,2024-01-01
459,1307863,644,2024-01-01
460,1308415,500,2024-01-01
461,1308967,1114,2024-01-01
462,1309519,581,2024-01-01
463,1310072,353,2024-01-01
464,1310624,680,2024-01-01
465,1311176,441,2024-01-01
466,1311729,357,2024-01-01
467,1312281,128,2024-01-01
468,1312833,924,2024-01-01
469,1313386,186,2024-01-01
470,1313938,844,2024-01-01
471,1314490,80,2024-01-01
472,1315042,709,2024-01-01
473,1315595,473,2024-01-01
474,1316147,466,2024-01-01
475,1316699,228,2024-01-01
476,1317252,629,2024-01-01
477,1317804,520,2024-01-01
478,1318356,476,2024-01-01
479,1318909,892,2024-01-01
480,1319461,523,2024-01-01
481,1320013,145,2024-01-01
482,1320565,464,2024-01-01
483,1321118,977,2024-01-01
484,1321670,970,2024-01-01
485,1322222,934,2024-01-01
486,1322775,898,2024-01-01
487,1323327,275,2024-01-01
488,1323879,423,2024-01-01
489,1324432,379,2024-01-01
490,1324984,727,2024-01-01
491,1325536,725,2024-01-01
492,1326088,1102,2024-01-01
493,1326641,793,2024-01-01
494,1327193,200,2024-01-01
495,1327745,921,2024-01-01
496,1328298,70,2024-01-01
497,1328850,230,2024-01-01
498,1329402,396,2024-01-01
499,1329955,1104,2024-01-01
500,1330507,830,2024-01-01
501,1331059,608,2024-01-01
502,1331611,576,2024-01-01
503,1332164,675,2024-01-01
504,1332716,747,2024-01-01
505,1333268,805,2024-01-01
506,1333821,574,2024-01-01
507,1334373,52,2024-01-01
508,1334925,694,2024-01-01
509,1335478,119,2024-01-01
510,1336030,244,2024-01-01
511,1336582,697,2024-01-01
512,1337134,196,2024-01-01
513,1337687,510,2024-01-01
514,1338239,1159,2024-01-01
515,1338791,361,2024-01-01
516,1339344,1090,2024-01-01
517,1339896,486,2024-01-01
518,1340448,588,2024-01-01
519,1341001,779,2024-01-01
520,1341553,1114,2024-01-01
521,1342105,676,2024-01-01
522,1342657,674,2024-01-01
523,1343210,578,2024-01-01
524,1343762,1025,2024-01-01
525,1344314,1112,2024-01-01
526,1344867,1067,2024-01-01
527,1345419,488,2024-01-01
528,1345971,417,2024-01-01
529,1346524,613,2024-01-01
530,1347076,1105,2024-01-01
531,1347628,968,2024-01-01
532,1348180,1166,2024-01-01
533,1348733,1038,2024-01-01
534,1349285,765,2024-01-01
535,1349837,188,2024-01-01
536,1350390,134,2024-01-01
537,1350942,1148,2024-01-01
538,1351494,260,2024-01-01
539,1352047,631,2024-01-01
540,1352599,810,2024-01-01
541,1353151,57,2024-01-01
542,1353703,59,2024-01-01
543,1354256,461,2024-01-01
544,1354808,1019,2024-01-01
545,1355360,1038,2024-01-01
546,1355913,1156,2024-01-01
547,1356465,938,2024-01-01
548,1357017,256,2024-01-01
549,1357570,683,2024-01-01
550,1358122,640,2024-01-01
551,1358674,463,2024-01-01
552,1359226,429,2024-01-01
553,1359779,1154,2024-01-01
554,1360331,629,2024-01-01
555,1360883,921,2024-01-01
556,1361436,479,2024-01-01
557,1361988,1121,2024-01-01
558,1362540,735,2024-01-01
559,1363093,377,2024-01-01
560,1365854,538,2024-01-01
561,1366406,1029,2024-01-01
562,1366959,792,2024-01-01
563,1367511,262,2024-01-01
564,1368063,58,2024-01-01
565,1368616,53,2024-01-01
566,1369168,792,2024-01-01
567,1369720,383,2024-01-01
568,1370272,1145,2024-01-01
569,1370825,1113,2024-01-01
570,1371377,104,2024-01-01
571,1371929,685,2024-01-01
572,1372482,637,2024-01-01
573,1373034,678,2024-01-01
574,1373586,878,2024-01-01
575,1374139,534,2024-01-01
576,1374691,947,2024-01-01
577,1375243,847,2024-01-01
578,1375795,914,2024-01-01
579,1376348,757,2024-01-01
580,1376900,719,2024-01-01
581,1377452,528,2024-01-01
582,1378005,847,2024-01-01
583,1378557,232,2024-01-01
584,1379109,241,2024-01-01
585,1379662,310,2024-01-01
586,1380214,627,2024-01-01
587,1380766,564,2024-01-01
588,1381318,499,2024-01-01
589,1381871,143,2024-01-01
590,1382423,778,2024-01-01
591,1382975,692,2024-01-01
592,1383528,499,2024-01-01
593,1384080,844,2024-01-01
594,1384632,661,2024-01-01
595,1385185,128,2024-01-01
596,1385737,1025,2024-01-01
597,1386289,758,2024-01-01
598,1386841,963,2024-01-01
599,1387394,738,2024-01-01
600,1387946,328,2024-01-01
601,1388498,177,2024-01-01
602,1389051,1137,2024-01-01
603,1389603,459,2024-01-01
604,1390155,1012,2024-01-01
605,1390708,845,2024-01-01
606,1391260,937,2024-01-01
607,1391812,761,2024-01-01
608,1392364,563,2024-01-01
609,1392917,294,2024-01-01
610,1393469,483,2024-01-01
611,1394021,313,2024-01-01
612,1394574,878,2024-01-01
613,1395126,121,2024-01-01
614,1395678,86,2024-01-01
615,1396231,1165,2024-01-01
616,1396783,640,2024-01-01
617,1397335,342,2024-01-01
618,1397887,1014,2024-01-01
619,1398440,494,2024-01-01
620,1398992,155,2024-01-01
621,1399544,367,2024-01-01
622,1400097,90,2024-01-01
623,1400649,608,2024-01-01
624,1401201,659,2024-01-01
625,1401754,290,2024-01-01
626,1402306,831,2024-01-01
627,1402858,907,2024-01-01
628,1403410,158,2024-01-01
629,1403963,1170,2024-01-01
630,1404515,1044,2024-01-01
631,1405067,624,2024-01-01
632,1405620,282,2024-01-01
633,1406172,436,2024-01-01
634,1406724,673,2024-01-01
635,1407277,115,2024-01-01
636,1407829,979,2024-01-01
637,1408381,896,2024-01-01
638,1408933,756,2024-01-01
639,1409486,422,2024-01-01
640,1410038,586,2024-01-01
641,1410590,666,2024-01-01
642,1411143,1183,2024-01-01
643,1411695,175,2024-01-01
644,1412247,72,2024-01-01
645,1412800,620,2024-01-01
646,1413352,370,2024-01-01
647,1413904,784,2024-01-01
648,1414456,174,2024-01-01
649,1415009,1078,2024-01-01
650,1415561,65,2024-01-01
651,1416113,891,2024-01-01
652,1416666,474,2024-01-01
653,1417218,440,2024-01-01
654,1417770,627,2024-01-01
655,1418323,1078,2024-01-01
656,1418875,57,2024-01-01
657,1419427,638,2024-01-01
658,1419979,395,2024-01-01
659,1420532,516,2024-01-01
660,1421084,745,2024-01-01
661,1421636,1161,2024-01-01
662,1422189,456,2024-01-01
663,1422741,125,2024-01-01
664,1423293,815,2024-01-01
665,1423846,188,2024-01-01
666,1424398,612,2024-01-01
667,1424950,80,2024-01-01
668,1425502,117,2024-01-01
669,1426055,632,2024-01-01
670,1426607,1111,2024-01-01
671,1427159,1122,2024-01-01
672,1427712,122,2024-01-01
673,1428264,213,2024-01-01
674,1428816,652,2024-01-01
675,1429369,1003,2024-01-01
676,1429921,237,2024-01-01
677,1430473,911,2024-01-01
678,1431025,74,2024-01-01
679,1431578,539,2024-01-01
680,1432130,471,2024-01-01
681,1432682,873,2024-01-01
682,1433235,911,2024-01-01
683,1433787,843,2024-01-01
684,1434339,706,2024-01-01
685,1434892,1058,2024-01-01
686,1435444,146,2024-01-01
687,1435996,261,2024-01-01
688,1436548,1059,2024-01-01
689,1437101,701,2024-01-01
690,1437653,279,2024-01-01
691,1438205,335,2024-01-01
692,1440415,451,2024-01-01
693,1440967,831,2024-01-01
694,1441519,214,2024-01-01
695,1442071,767,2024-01-01
696,1442624,506,2024-01-01
697,1443176,1081,2024-01-01
698,1443728,316,2024-01-01
699,1444281,1009,2024-01-01
700,1444833,1178,2024-01-01
701,1445385,322,2024-01-01
702,1445938,993,2024-01-01
703,1446490,656,2024-01-01
704,1447042,233,2024-01-01
705,1447594,512,2024-01-01
706,1448147,97,2024-01-01
707,1448699,1135,2024-01-01
708,1449251,279,2024-01-01
709,1449804,554,2024-01-01
710,1450356,664,2024-01-01
711,1450908,381,2024-01-01
712,1451461,108,2024-01-01
713,1452013,1127,2024-01-01
714,1452565,973,2024-01-01
715,1453117,696,2024-01-01
716,1453670,200,2024-01-01
717,1454222,777,2024-01-01
718,1454774,290,2024-01-01
719,1455327,1008,2024-01-01
720,1455879,348,2024-01-01
721,1456431,450,2024-01-01
722,1456984,304,2024-01-01
723,1457536,946,2024-01-01
724,1458088,1099,2024-01-01
725,1458640,237,2024-01-01
726,1459193,241,2024-01-01
727,1459745,1186,2024-01-01
728,1460297,626,2024-01-01
729,1460850,413,2024-01-01
730,1461402,511,2024-01-01
731,1461954,659,2024-01-01
732,1462507,285,2024-01-01
733,1463059,833,2024-01-01
734,1463611,883,2024-01-01
735,1464163,921,2024-01-01
736,1464716,629,2024-01-01
737,1465268,130,2024-01-01
738,1465820,1128,2024-01-01
739,1466373,459,2024-01-01
740,1466925,224,2024-01-01
741,1467477,802,2024-01-01
742,1468030,314,2024-01-01
743,1468582,375,2024-01-01
744,1469134,572,2024-01-01
745,1469686,894,2024-01-01
746,1470239,949,2024-01-01
747,1470791,495,2024-01-01
748,1471343,584,2024-01-01
749,1471896,281,2024-01-01
750,1472448,1022,2024-01-01
751,1473000,186,2024-01-01
752,1479076,1055,2024-01-01
753,1479628,300,2024-01-01
754,1480180,1174,2024-01-01
755,1480732,131,2024-01-01
756,1481285,97,2024-01-01
757,1481837,648,2024-01-01
758,1482389,772,2024-01-01
759,1482942,286,2024-01-01
760,1483494,481,2024-01-01
761,1484046,398,2024-01-01
762,1484599,1074,2024-01-01
763,1485151,788,2024-01-01
764,1485703,357,2024-01-01
765,1486255,1171,2024-01-01
766,1486808,736,2024-01-01
767,1487360,887,2024-01-01
768,1487912,764,2024-01-01
769,1488465,480,2024-01-01
770,1489017,278,2024-01-01
771,1489569,327,2024-01-01
772,1490122,524,2024-01-01
773,1490674,488,2024-01-01
774,1491226,433,2024-01-01
775,1491778,758,2024-01-01
776,1492331,910,2024-01-01
777,1492883,662,2024-01-01
778,1493435,144,2024-01-01
779,1493988,705,2024-01-01
780,1494540,1145,2024-01-01
781,1495092,835,2024-01-01
782,1495645,508,2024-01-01
783,1496197,92,2024-01-01
784,1496749,964,2024-01-01
785,1497301,1113,2024-01-01
786,1497854,1167,2024-01-01
787,1498406,352,2024-01-01
788,1498958,270,2024-01-01
789,1499511,510,2024-01-01
790,1500063,758,2024-01-01
791,1500615,1121,2024-01-01
792,1501168,52,2024-01-01
793,1501720,365,2024-01-01
794,1502272,1045,2024-01-01
795,1502824,151,2024-01-01
796,1503377,244,2024-01-01
797,1503929,759,2024-01-01
798,1504481,865,2024-01-01
799,1505034,1070,2024-01-01
800,1505586,171,2024-01-01
801,1506138,964,2024-01-01
802,1506691,900,2024-01-01
803,1507243,890,2024-01-01
804,1507795,1075,2024-01-01
805,1511109,481,2024-01-01
806,1511661,983,2024-01-01
807,1512214,759,2024-01-01
808,1512766,623,2024-01-01
809,1513318,1167,2024-01-01
810,1513870,166,2024-01-01
811,1514423,461,2024-01-01
812,1514975,944,2024-01-01
813,1515527,461,2024-01-01
814,1516080,460,2024-01-01
815,1516632,1094,2024-01-01
816,1517184,664,2024-01-01
817,1517737,383,2024-01-01
818,1518289,370,2024-01-01
819,1518841,741,2024-01-01
820,1519393,861,2024-01-01
821,1519946,170,2024-01-01
822,1520498,752,2024-01-01
823,1521050,524,2024-01-01
824,1521603,966,2024-01-01
825,1522155,125,2024-01-01
826,1522707,613,2024-01-01
827,1523260,644,2024-01-01
828,1523812,848,2024-01-01
829,1524364,382,2024-01-01
830,1524916,593,2024-01-01
831,1525469,392,2024-01-01
832,1526021,984,2024-01-01
833,1526573,1138,2024-01-01
834,1527126,611,2024-01-01
835,1527678,372,2024-01-01
836,1528230,675,2024-01-01
837,1528783,112,2024-01-01
838,1529335,1100,2024-01-01
839,1529887,296,2024-01-01
840,1530439,1178,2024-01-01
841,1530992,50,2024-01-01
842,1531544,59,2024-01-01
843,1532096,400,2024-01-01
844,1532649,1187,2024-01-01
845,1533201,846,2024-01-01
846,1533753,1143,2024-01-01
847,1534306,734,2024-01-01
848,1534858,827,2024-01-01
849,1535410,344,2024-01-01
850,1535962,682,2024-01-01
851,1536515,996,2024-01-01
852,1537067,647,2024-01-01
853,1537619,71,2024-01-01
854,1538172,677,2024-01-01
855,1538724,919,2024-01-01
856,1539276,362,2024-01-01
857,1539829,687,2024-01-01
858,1540381,712,2024-01-01
859,1540933,498,2024-01-01
860,1541485,383,2024-01-01
861,1542038,1148,2024-01-01
862,1542590,504,2024-01-01
863,1543142,826,2024-01-01
864,1543695,418,2024-01-01
865,1544247,724,2024-01-01
866,1544799,114,2024-01-01
867,1545352,913,2024-01-01
868,1545904,413,2024-01-01
869,1546456,700,2024-01-01
870,1547008,925,2024-01-01
871,1547561,524,2024-01-01
872,1548113,171,2024-01-01
873,1548665,290,2024-01-01
874,1549218,940,2024-01-01
875,1549770,372,2024-01-01
876,1550322,1087,2024-01-01
877,1550875,461,2024-01-01
878,1551427,993,2024-01-01
879,1551979,186,2024-01-01
880,1552531,641,2024-01-01
881,1554741,145,2024-01-01
882,1555293,1163,2024-01-01
883,1555845,96,2024-01-01
884,1556398,855,2024-01-01
885,1556950,51,2024-01-01
886,1557502,165,2024-01-01
887,1558054,175,2024-01-01
888,1558607,544,2024-01-01
889,1559159,641,2024-01-01
890,1559711,367,2024-01-01
891,1560264,371,2024-01-01
892,1560816,242,2024-01-01
893,1561368,1163,2024-01-01
894,1561921,748,2024-01-01
895,1562473,373,2024-01-01
896,1563025,960,2024-01-01
897,1563577,435,2024-01-01
898,1564130,70,2024-01-01
899,1564682,1195,2024-01-01
900,1565234,208,2024-01-01
901,1565787,1126,2024-01-01
902,1566339,185,2024-01-01
903,1566891,798,2024-01-01
904,1567444,845,2024-01-01
905,1567996,88,2024-01-01
906,1568548,344,2024-01-01
907,1569100,764,2024-01-01
908,1569653,737,2024-01-01
909,1570205,382,2024-01-01
910,1570757,441,2024-01-01
911,1571310,324,2024-01-01
912,1571862,76,2024-01-01
913,1572414,1024,2024-01-01
914,1572967,951,2024-01-01
915,1573519,489,2024-01-01
916,1574071,711,2024-01-01
917,1574623,1118,2024-01-01
918,1575176,963,2024-01-01
919,1575728,690,2024-01-01
920,1576280,1013,2024-01-01
921,1576833,795,2024-01-01
