user_id,user_type,join_date,location_id
58284792631,seller,2023-01-01,5
52707584632,seller,2023-01-01,2
83966982530,seller,2023-01-01,6
78440704783,seller,2023-01-01,6
40890787484,seller,2023-01-01,2
45447948206,seller,2023-01-01,3
60243935879,seller,2023-01-01,4
91037237183,seller,2023-01-01,2
25763359778,seller,2023-01-01,4
19341139444,seller,2023-01-01,3
87560538920,seller,2023-01-01,1
89878315253,seller,2023-01-01,5
11984398378,seller,2023-01-01,1
69029062217,seller,2023-01-01,5
15494932228,seller,2023-01-01,4
1640832963,seller,2023-01-01,7
13746585241,seller,2023-01-01,4
98531770068,seller,2023-01-01,6
80917711958,seller,2023-01-01,6
84473709196,seller,2023-01-01,5
88013998883,seller,2023-01-01,7
60622441965,seller,2023-01-01,7
44367748174,seller,2023-01-01,6
84893152286,seller,2023-01-01,3
96286267716,seller,2023-01-01,6
17180989319,seller,2023-01-01,1
17802908936,seller,2023-01-01,5
58444192906,seller,2023-01-01,6
26436280092,seller,2023-01-01,6
29253854739,seller,2023-01-01,1
46404652822,seller,2023-01-01,5
58667832089,seller,2023-01-01,5
70418022717,seller,2023-01-01,4
4056781803,seller,2023-01-01,4
84486431830,seller,2023-01-01,7
26719503238,seller,2023-01-01,2
30563131860,seller,2023-01-01,5
75745621560,seller,2023-01-01,2
25554233693,seller,2023-01-01,7
45711651598,seller,2023-01-01,6
50368029517,seller,2023-01-01,3
55683633907,seller,2023-01-01,1
64185966058,seller,2023-01-01,4
74260924259,seller,2023-01-01,5
65125319788,seller,2023-01-01,4
48327323941,seller,2023-01-01,3
20510598547,seller,2023-01-01,1
9750353852,seller,2023-01-01,2
57100781847,seller,2023-01-01,4
11373673042,seller,2023-01-01,5
2631536622,seller,2023-01-01,2
42425649793,seller,2023-01-01,3
72815720692,seller,2023-01-01,6
7807627593,seller,2023-01-01,4
86417259099,seller,2023-01-01,2
37330490857,seller,2023-01-01,5
87906989685,seller,2023-01-01,1
93706332442,seller,2023-01-01,6
6732487792,seller,2023-01-01,4
23750762173,seller,2023-01-01,5
78673339212,seller,2023-01-01,2
21949521987,seller,2023-01-01,7
50673259142,seller,2023-01-01,1
11495306456,seller,2023-01-01,3
62503354771,seller,2023-01-01,2
61982519804,seller,2023-01-01,3
39419757512,seller,2023-01-01,4
70579548744,seller,2023-01-01,4
21749225637,seller,2023-01-01,5
30766376884,seller,2023-01-01,4
4576319543,seller,2023-01-01,4
52116404539,seller,2023-01-01,6
6825076306,seller,2023-01-01,5
93646573118,seller,2023-01-01,6
90486023278,seller,2023-01-01,2
53314442143,seller,2023-01-01,2
93545191438,seller,2023-01-01,3
15097695403,seller,2023-01-01,6
45534966158,seller,2023-01-01,6
64786057639,seller,2023-01-01,3
90004732073,seller,2023-01-01,2
91197402849,seller,2023-01-01,7
61294358575,seller,2023-01-01,7
76341955125,seller,2023-01-01,4
72611787863,seller,2023-01-01,6
29998285923,seller,2023-01-01,6
97069047757,seller,2023-01-01,3
64293042107,seller,2023-01-01,4
51579822752,seller,2023-01-01,2
14374445699,seller,2023-01-01,5
14322825094,seller,2023-01-01,3
77437300795,seller,2023-01-01,3
40255071280,seller,2023-01-01,6
12030485520,seller,2023-01-01,4
42273759988,seller,2023-01-01,5
89270309898,seller,2023-01-01,3
20886452914,seller,2023-01-01,5
72246290898,seller,2023-01-01,2
25728158980,seller,2023-01-01,5
69724697185,seller,2023-01-01,6
86633710982,seller,2023-01-01,2
3824109768,seller,2023-01-01,3
61656429942,seller,2023-01-01,1
66943915679,seller,2023-01-01,7
84123073098,seller,2023-01-01,3
82631426580,seller,2023-01-01,4
32475577740,seller,2023-01-01,6
55642739744,seller,2023-01-01,4
85908089774,seller,2023-01-01,2
24873888478,seller,2023-01-01,5
49547130622,seller,2023-01-01,1
84021843835,seller,2023-01-01,6
37617298944,seller,2023-01-01,7
52485385239,seller,2023-01-01,3
33952991254,seller,2023-01-01,3
44159058624,seller,2023-01-01,1
86350704637,seller,2023-01-01,3
97765256955,seller,2023-01-01,1
81745064262,seller,2023-01-01,7
24038577247,seller,2023-01-01,2
57412920877,seller,2023-01-01,3
9899986845,seller,2023-01-01,1
50967627357,seller,2023-01-01,1
32729811162,seller,2023-01-01,7
59272298800,seller,2023-01-01,4
57211550677,seller,2023-01-01,6
24025629258,seller,2023-01-01,3
76723251474,seller,2023-01-01,3
45317219946,seller,2023-01-01,2
55328430242,seller,2023-01-01,2
39482467591,seller,2023-01-01,6
7038185116,seller,2023-01-01,6
83104436080,seller,2023-01-01,6
23200972509,seller,2023-01-01,1
68755138519,seller,2023-01-01,4
72187940416,seller,2023-01-01,6
29241866652,seller,2023-01-01,1
83083674415,seller,2023-01-01,4
84560895335,seller,2023-01-01,1
40808841464,seller,2023-01-01,6
15617572514,seller,2023-01-01,4
19551160805,seller,2023-01-01,1
71629081994,seller,2023-01-01,3
30940457021,seller,2023-01-01,5
58009803783,seller,2023-01-01,3
30116882477,seller,2023-01-01,7
41389421098,seller,2023-01-01,4
66779377123,seller,2023-01-01,5
53354982147,seller,2023-01-01,3
21547822804,seller,2023-01-01,2
57305994679,seller,2023-01-01,6
92730001582,seller,2023-01-01,2
87635804876,seller,2023-01-01,6
41629003262,seller,2023-01-01,3
11950028501,seller,2023-01-01,1
95192822163,seller,2023-01-01,6
6130798547,seller,2023-01-01,1
51367200061,seller,2023-01-01,6
58408401042,seller,2023-01-01,3
91965599567,seller,2023-01-01,5
8172746932,seller,2023-01-01,2
78768500054,seller,2023-01-01,4
3563503030,seller,2023-01-01,2
90956192931,seller,2023-01-01,2
15756068088,seller,2023-01-01,7
24768018327,seller,2023-01-01,7
66000316990,seller,2023-01-01,7
81034268857,seller,2023-01-01,4
21192497123,seller,2023-01-01,2
92972999511,seller,2023-01-01,3
97343045389,seller,2023-01-01,3
25123739690,seller,2023-01-01,2
27478796623,seller,2023-01-01,5
84120747884,seller,2023-01-01,1
44013922440,seller,2023-01-01,6
76948781651,seller,2023-01-01,3
20729008722,seller,2023-01-01,5
24135792092,seller,2023-01-01,5
18633022743,seller,2023-01-01,3
25835486693,seller,2023-01-01,5
67557162323,seller,2023-01-01,4
40184049403,seller,2023-01-01,6
34685841363,seller,2023-01-01,3
11362726562,seller,2023-01-01,1
3589586967,seller,2023-01-01,2
24138275549,seller,2023-01-01,6
35885613841,seller,2023-01-01,7
20138015423,seller,2023-01-01,1
57502125392,seller,2023-01-01,6
68905124683,seller,2023-01-01,3
41917153622,seller,2023-01-01,5
75427375884,seller,2023-01-01,6
65023787413,seller,2023-01-01,5
66850601740,seller,2023-01-01,5
50926699500,seller,2023-01-01,6
32459414344,seller,2023-01-01,7
20579239232,seller,2023-01-01,2
53927684523,seller,2023-01-01,6
17810750507,seller,2023-01-01,6
34416621424,seller,2023-01-01,4
87064762165,seller,2023-01-01,3
98324965537,seller,2023-01-01,1
77372797211,seller,2023-01-01,6
84272466981,seller,2023-01-01,4
17112437857,seller,2023-01-01,5
30262643335,seller,2023-01-01,3
71778673938,seller,2023-01-01,7
23247142217,seller,2023-01-01,6
85660465088,seller,2023-01-01,6
17564820154,seller,2023-01-01,7
41257472265,seller,2023-01-01,5
70583384009,seller,2023-01-01,4
93058121104,seller,2023-01-01,3
89772663884,seller,2023-01-01,5
59810199450,seller,2023-01-01,7
20925642299,seller,2023-01-01,6
91471245378,seller,2023-01-01,7
52060217625,seller,2023-01-01,4
12977044205,seller,2023-01-01,6
26428960619,seller,2023-01-01,7
35584537827,seller,2023-01-01,5
88495754661,seller,2023-01-01,7
67587640600,seller,2023-01-01,4
34816624694,seller,2023-01-01,5
88132463176,seller,2023-01-01,7
33493041868,seller,2023-01-01,1
68286462615,seller,2023-01-01,5
18475503970,seller,2023-01-01,6
21342091752,seller,2023-01-01,1
37815426324,seller,2023-01-01,3
77372423151,seller,2023-01-01,3
27783282805,seller,2023-01-01,1
43083885155,seller,2023-01-01,4
1260650809,seller,2023-01-01,7
6756748484,seller,2023-01-01,6
26935160679,seller,2023-01-01,5
29008095411,seller,2023-01-01,5
340758042,seller,2023-01-01,4
40199067873,seller,2023-01-01,6
95185712716,seller,2023-01-01,5
87035832732,seller,2023-01-01,5
93988661910,seller,2023-01-01,6
8120491427,seller,2023-01-01,6
8505005505,seller,2023-01-01,4
59313613852,seller,2023-01-01,1
92049258740,seller,2023-01-01,3
46829060757,seller,2023-01-01,4
42150054304,seller,2023-01-01,4
95403947038,seller,2023-01-01,6
39384846334,seller,2023-01-01,2
88007936623,seller,2023-01-01,2
78700082645,seller,2023-01-01,1
464927437,seller,2023-01-01,1
79905464481,seller,2023-01-01,7
61572065747,seller,2023-01-01,7
39482300104,seller,2023-01-01,6
57658096355,seller,2023-01-01,7
68542964338,seller,2023-01-01,2
1772627031,seller,2023-01-01,2
58258680630,seller,2023-01-01,7
52738256367,seller,2023-01-01,6
78310618303,seller,2023-01-01,6
78044104062,seller,2023-01-01,7
72358124487,seller,2023-01-01,6
1874009851,seller,2023-01-01,6
3939862456,seller,2023-01-01,2
95079730050,seller,2023-01-01,1
15864964838,seller,2023-01-01,5
1358561644,seller,2023-01-01,6
12863657045,seller,2023-01-01,5
62132384851,seller,2023-01-01,5
5182760229,seller,2023-01-01,3
78519406470,seller,2023-01-01,4
6565759063,seller,2023-01-01,4
96318990280,seller,2023-01-01,1
64034925261,seller,2023-01-01,1
53108860211,seller,2023-01-01,2
48710168809,seller,2023-01-01,7
23167678100,seller,2023-01-01,1
76097964235,seller,2023-01-01,4
77720260976,seller,2023-01-01,3
67988523719,seller,2023-01-01,1
19117565420,seller,2023-01-01,4
32155673666,seller,2023-01-01,6
65088602752,seller,2023-01-01,6
30900714667,seller,2023-01-01,7
31885898298,seller,2023-01-01,4
60688379967,seller,2023-01-01,6
46030051006,seller,2023-01-01,6
80951994322,seller,2023-01-01,7
41475325508,seller,2023-01-01,1
54377094483,seller,2023-01-01,1
78412806115,seller,2023-01-01,5
57766746662,seller,2023-01-01,3
36013124438,seller,2023-01-01,2
8770896305,seller,2023-01-01,1
23917369415,seller,2023-01-01,4
45892225237,seller,2023-01-01,2
37054240683,seller,2023-01-01,4
44760039195,seller,2023-01-01,4
20368956893,seller,2023-01-01,5
51603757074,seller,2023-01-01,1
73096097601,seller,2023-01-01,6
16901864823,seller,2023-01-01,6
3051356487,seller,2023-01-01,5
93364792971,seller,2023-01-01,2
66486085219,seller,2023-01-01,4
207127826,seller,2023-01-01,1
69568692921,seller,2023-01-01,6
4057375575,seller,2023-01-01,6
25100182131,seller,2023-01-01,6
50065332753,seller,2023-01-01,6
6972409935,seller,2023-01-01,3
8370376679,seller,2023-01-01,2
37399514747,seller,2023-01-01,1
59894613436,seller,2023-01-01,3
49452482862,seller,2023-01-01,4
69386945815,seller,2023-01-01,7
3999153076,seller,2023-01-01,6
12693730711,seller,2023-01-01,2
1661930503,seller,2023-01-01,7
14940650956,seller,2023-01-01,1
51013032568,seller,2023-01-01,5
91331960557,seller,2023-01-01,2
79163622425,seller,2023-01-01,2
97713158436,seller,2023-01-01,7
71967603342,seller,2023-01-01,3
14569612288,seller,2023-01-01,2
1409816628,seller,2023-01-01,6
92158790808,seller,2023-01-01,6
59745688928,seller,2023-01-01,3
16070608177,seller,2023-01-01,2
33280739304,seller,2023-01-01,6
4931559861,seller,2023-01-01,6
84679291184,seller,2023-01-01,6
29585338367,seller,2023-01-01,4
54511878308,seller,2023-01-01,1
97606947810,seller,2023-01-01,6
91128869436,seller,2023-01-01,2
52740503192,seller,2023-01-01,5
55329686510,seller,2023-01-01,6
49673363488,seller,2023-01-01,5
76064515603,seller,2023-01-01,7
59008360211,seller,2023-01-01,3
33576348985,seller,2023-01-01,4
78222224134,seller,2023-01-01,1
41713254392,seller,2023-01-01,7
73222976110,seller,2023-01-01,7
55838171489,seller,2023-01-01,1
46699050383,seller,2023-01-01,3
68827037641,seller,2023-01-01,5
46734737467,seller,2023-01-01,7
86014638384,seller,2023-01-01,5
65310413270,seller,2023-01-01,5
9478138224,seller,2023-01-01,1
87704606123,seller,2023-01-01,7
69586683503,seller,2023-01-01,7
34266712626,seller,2023-01-01,7
66371548742,seller,2023-01-01,5
91305743194,seller,2023-01-01,6
36389064662,seller,2023-01-01,4
15305733205,seller,2023-01-01,2
84696354622,seller,2023-01-01,3
15654467731,seller,2023-01-01,5
96686781899,seller,2023-01-01,7
49541469344,seller,2023-01-01,3
82750631986,seller,2023-01-01,2
35337631331,seller,2023-01-01,5
16463877515,seller,2023-01-01,3
93176517253,seller,2023-01-01,6
87979865897,seller,2023-01-01,1
49896631802,seller,2023-01-01,5
54872866190,seller,2023-01-01,3
7406671895,seller,2023-01-01,2
40645193210,seller,2023-01-01,7
96774911627,seller,2023-01-01,6
29961370992,seller,2023-01-01,7
21666270746,seller,2023-01-01,6
6476735175,seller,2023-01-01,5
43499324141,seller,2023-01-01,4
58339499451,seller,2023-01-01,1
24837497743,seller,2023-01-01,1
4934211113,seller,2023-01-01,7
36365215267,seller,2023-01-01,2
70962585384,seller,2023-01-01,4
39369263064,seller,2023-01-01,1
43179153482,seller,2023-01-01,5
2398835933,seller,2023-01-01,1
56143744968,seller,2023-01-01,4
58535355760,seller,2023-01-01,1
11976848782,seller,2023-01-01,4
97953465761,seller,2023-01-01,6
84240416625,seller,2023-01-01,5
42267829819,seller,2023-01-01,4
26743726959,seller,2023-01-01,6
49224319367,seller,2023-01-01,6
33374680507,seller,2023-01-01,3
41738636720,seller,2023-01-01,2
5589711903,seller,2023-01-01,1
92944596194,seller,2023-01-01,6
46126301420,seller,2023-01-01,5
62499830130,seller,2023-01-01,3
84885348799,seller,2023-01-01,6
66699478264,seller,2023-01-01,3
36485911817,seller,2023-01-01,2
40573366620,seller,2023-01-01,3
72258188301,seller,2023-01-01,7
96569825556,seller,2023-01-01,1
26601523658,seller,2023-01-01,6
13047221661,seller,2023-01-01,5
9936895972,seller,2023-01-01,5
87372619942,seller,2023-01-01,2
53028601127,seller,2023-01-01,7
85566336401,seller,2023-01-01,6
70427003873,seller,2023-01-01,6
81810888340,seller,2023-01-01,4
14950604609,seller,2023-01-01,4
68958967655,seller,2023-01-01,4
73594612599,seller,2023-01-01,4
62530366648,seller,2023-01-01,3
79856284724,seller,2023-01-01,3
74529552291,seller,2023-01-01,6
85488369715,seller,2023-01-01,3
42892362187,seller,2023-01-01,7
35908966607,seller,2023-01-01,4
64456582552,seller,2023-01-01,2
40538094811,seller,2023-01-01,5
58156347387,seller,2023-01-01,5
83984527251,seller,2023-01-01,5
10876728736,seller,2023-01-01,3
7889234083,seller,2023-01-01,3
50833390412,seller,2023-01-01,1
93281638828,seller,2023-01-01,6
45272382086,seller,2023-01-01,2
96687629963,seller,2023-01-01,1
29237498173,seller,2023-01-01,2
38007538973,seller,2023-01-01,1
86139346160,seller,2023-01-01,5
12847595036,seller,2023-01-01,1
82289812933,seller,2023-01-01,2
75844192690,seller,2023-01-01,6
94966340369,seller,2023-01-01,2
78831226017,seller,2023-01-01,6
54327375522,seller,2023-01-01,4
