listing_id,avg_rating,total_reviews,total_sales
1267545,4.0,1,82
1268097,3.0,1,86
1268649,2.0,1,88
1271963,3.0,1,6
1272515,4.0,1,24
1273620,5.0,1,39
1274172,4.0,1,84
1274725,3.0,1,85
1275277,2.0,1,10
1275829,4.0,1,9
1276381,1.0,1,6
1276934,1.0,1,81
1277486,3.0,1,4
1278038,5.0,1,14
1278591,5.0,1,16
1279143,3.0,1,54
1279695,5.0,1,74
1280248,5.0,1,61
1280800,5.0,1,96
1281352,5.0,1,45
1281904,3.0,1,12
1282457,1.0,1,74
1283009,5.0,1,50
1283561,1.0,1,35
1284114,5.0,1,87
1284666,3.0,1,96
1285218,5.0,1,90
1285771,3.0,1,95
1287427,1.0,1,53
1287980,1.0,1,13
1288532,1.0,1,17
1289084,3.0,1,55
1289637,2.0,1,47
1290189,3.0,1,62
1290741,2.0,1,49
1291294,5.0,1,83
1291846,1.0,1,54
1292398,5.0,1,78
1292950,4.0,1,71
1293503,5.0,1,13
1294055,4.0,1,68
1294607,2.0,1,20
1295160,1.0,1,80
1295712,4.0,1,64
1296264,5.0,1,89
1296817,4.0,1,49
1297369,2.0,1,2
1297921,5.0,1,64
1298473,2.0,1,4
1299026,2.0,1,50
1299578,4.0,1,93
1300130,4.0,1,56
1300683,4.0,1,10
1301235,4.0,1,20
1301787,3.0,1,3
1302340,3.0,1,3
1302892,1.0,1,77
1303444,4.0,1,97
1303996,1.0,1,42
1304549,5.0,1,44
1305101,3.0,1,45
1305653,1.0,1,91
1306206,4.0,1,26
1306758,5.0,1,79
1307310,4.0,1,66
1307863,2.0,1,80
1308415,1.0,1,65
1308967,4.0,1,30
1309519,1.0,1,83
1310072,4.0,1,43
1310624,4.0,1,45
1311176,2.0,1,55
1311729,5.0,1,21
1312281,1.0,1,62
1312833,2.0,1,24
1313386,4.0,1,23
1313938,3.0,1,61
1314490,3.0,1,84
1315042,2.0,1,77
1315595,2.0,1,56
1316147,1.0,1,35
1316699,1.0,1,8
1317252,1.0,1,41
1317804,1.0,1,47
1318356,3.0,1,2
1318909,4.0,1,22
1319461,4.0,1,82
1320013,5.0,1,27
1320565,2.0,1,40
1321118,4.0,1,89
1321670,2.0,1,69
1322222,5.0,1,11
1322775,5.0,1,55
1323327,3.0,1,9
1323879,5.0,1,56
1324432,1.0,1,43
1324984,5.0,1,85
1325536,4.0,1,38
1326088,5.0,1,91
1326641,1.0,1,19
1327193,4.0,1,45
1327745,2.0,1,63
1328298,2.0,1,30
1328850,5.0,1,17
1329402,4.0,1,75
1329955,4.0,1,24
1330507,5.0,1,36
1331059,1.0,1,73
1331611,4.0,1,58
1332164,5.0,1,23
1332716,3.0,1,95
1333268,1.0,1,14
1333821,2.0,1,96
1334373,2.0,1,15
1334925,1.0,1,5
1335478,3.0,1,26
1336030,1.0,1,75
1336582,1.0,1,24
1337134,2.0,1,76
1337687,1.0,1,80
1338239,4.0,1,1
1338791,2.0,1,40
1339344,5.0,1,1
1339896,2.0,1,4
1340448,4.0,1,21
1341001,3.0,1,42
1341553,4.0,1,14
1342105,3.0,1,8
1342657,1.0,1,72
1343210,3.0,1,15
1343762,1.0,1,73
1344314,1.0,1,9
1344867,3.0,1,96
1345419,5.0,1,10
1345971,4.0,1,36
1346524,5.0,1,93
1347076,4.0,1,1
1347628,2.0,1,40
1348180,5.0,1,6
1348733,5.0,1,93
1349285,1.0,1,35
1349837,2.0,1,3
1350390,5.0,1,8
1350942,3.0,1,12
1351494,3.0,1,71
1352047,1.0,1,84
1352599,2.0,1,88
1353151,5.0,1,88
1353703,5.0,1,36
1354256,3.0,1,46
1354808,1.0,1,79
1355360,3.0,1,7
1355913,5.0,1,18
1356465,2.0,1,37
1357017,5.0,1,78
1357570,3.0,1,64
1358122,1.0,1,51
1358674,5.0,1,15
1359226,1.0,1,26
1359779,1.0,1,34
1360331,4.0,1,9
1360883,3.0,1,51
1361436,4.0,1,88
1361988,2.0,1,48
1362540,2.0,1,80
1363093,4.0,1,24
1365854,2.0,1,91
1366406,1.0,1,97
1366959,1.0,1,9
1367511,2.0,1,62
1368063,4.0,1,23
1368616,3.0,1,53
1369168,4.0,1,90
1369720,2.0,1,4
1370272,3.0,1,27
1370825,3.0,1,88
1371377,4.0,1,30
1371929,2.0,1,34
1372482,1.0,1,58
1373034,2.0,1,37
1373586,3.0,1,46
1374139,3.0,1,39
1374691,3.0,1,20
1375243,4.0,1,60
1375795,5.0,1,9
1376348,1.0,1,53
1376900,5.0,1,67
1377452,2.0,1,68
1378005,4.0,1,61
1378557,2.0,1,17
1379109,4.0,1,20
1379662,3.0,1,27
1380214,5.0,1,51
1380766,4.0,1,46
1381318,2.0,1,35
1381871,3.0,1,84
1382423,3.0,1,62
1382975,5.0,1,83
1383528,1.0,1,26
1384080,5.0,1,78
1384632,4.0,1,31
1385185,4.0,1,35
1385737,2.0,1,30
1386289,5.0,1,24
1386841,5.0,1,27
1387394,3.0,1,31
1387946,4.0,1,76
1388498,1.0,1,72
1389051,1.0,1,34
1389603,5.0,1,84
1390155,4.0,1,69
1390708,1.0,1,30
1391260,1.0,1,17
1391812,4.0,1,60
1392364,3.0,1,58
1392917,1.0,1,75
1393469,3.0,1,95
1394021,4.0,1,46
1394574,5.0,1,13
1395126,1.0,1,3
1395678,1.0,1,54
1396231,4.0,1,51
1396783,5.0,1,38
1397335,2.0,1,75
1397887,4.0,1,2
1398440,3.0,1,2
1398992,4.0,1,48
1399544,5.0,1,19
1400097,1.0,1,45
1400649,1.0,1,75
1401201,4.0,1,73
1401754,1.0,1,10
1402306,3.0,1,69
1402858,5.0,1,75
1403410,5.0,1,51
1403963,1.0,1,34
1404515,4.0,1,10
1405067,4.0,1,21
1405620,2.0,1,29
1406172,1.0,1,27
1406724,5.0,1,14
1407277,5.0,1,90
1407829,4.0,1,72
1408381,3.0,1,55
1408933,3.0,1,16
1409486,3.0,1,18
1410038,5.0,1,82
1410590,3.0,1,82
1411143,2.0,1,30
1411695,4.0,1,89
1412247,2.0,1,6
1412800,5.0,1,33
1413352,5.0,1,48
1413904,3.0,1,17
1414456,4.0,1,26
1415009,2.0,1,58
1415561,4.0,1,62
1416113,3.0,1,13
1416666,1.0,1,54
1417218,1.0,1,83
1417770,2.0,1,96
1418323,3.0,1,59
1418875,4.0,1,32
1419427,3.0,1,9
1419979,1.0,1,62
1420532,4.0,1,94
1421084,3.0,1,7
1421636,5.0,1,15
1422189,3.0,1,24
1422741,4.0,1,1
1423293,2.0,1,36
1423846,2.0,1,84
1424398,3.0,1,8
1424950,4.0,1,84
1425502,1.0,1,60
1426055,4.0,1,76
1426607,4.0,1,51
1427159,1.0,1,76
1427712,2.0,1,97
1428264,1.0,1,47
1428816,1.0,1,8
1429369,3.0,1,47
1429921,3.0,1,32
1430473,1.0,1,1
1431025,5.0,1,90
1431578,2.0,1,27
1432130,4.0,1,2
1432682,5.0,1,98
1433235,2.0,1,52
1433787,1.0,1,58
1434339,5.0,1,8
1434892,5.0,1,6
1435444,2.0,1,48
1435996,4.0,1,34
1436548,4.0,1,69
1437101,5.0,1,30
1437653,3.0,1,87
1438205,4.0,1,95
1440415,4.0,1,63
1440967,1.0,1,40
1441519,2.0,1,78
1442071,2.0,1,8
1442624,1.0,1,68
1443176,5.0,1,17
1443728,3.0,1,38
1444281,5.0,1,27
1444833,2.0,1,57
1445385,4.0,1,11
1445938,4.0,1,70
1446490,3.0,1,2
1447042,5.0,1,43
1447594,2.0,1,52
1448147,1.0,1,62
1448699,5.0,1,22
1449251,4.0,1,5
1449804,1.0,1,68
1450356,1.0,1,23
1450908,4.0,1,21
1451461,3.0,1,77
1452013,2.0,1,73
1452565,2.0,1,16
1453117,1.0,1,75
1453670,4.0,1,91
1454222,1.0,1,25
1454774,1.0,1,41
1455327,1.0,1,59
1455879,4.0,1,7
1456431,5.0,1,14
1456984,2.0,1,32
1457536,4.0,1,70
1458088,5.0,1,98
1458640,1.0,1,4
1459193,2.0,1,21
1459745,5.0,1,5
1460297,3.0,1,61
1460850,3.0,1,88
1461402,4.0,1,44
1461954,4.0,1,46
1462507,5.0,1,15
1463059,2.0,1,63
1463611,1.0,1,39
1464163,1.0,1,45
1464716,3.0,1,49
1465268,5.0,1,92
1465820,4.0,1,16
1466373,5.0,1,22
1466925,3.0,1,81
1467477,4.0,1,52
1468030,1.0,1,52
1468582,5.0,1,79
1469134,5.0,1,44
1469686,2.0,1,64
1470239,3.0,1,88
1470791,3.0,1,58
1471343,4.0,1,79
1471896,3.0,1,10
1472448,5.0,1,67
1473000,1.0,1,30
1479076,1.0,1,44
1479628,4.0,1,41
1480180,3.0,1,71
1480732,1.0,1,97
1481285,5.0,1,18
1481837,4.0,1,98
1482389,5.0,1,73
1482942,5.0,1,62
1483494,5.0,1,43
1484046,5.0,1,95
1484599,5.0,1,72
1485151,4.0,1,73
1485703,4.0,1,13
1486255,2.0,1,23
1486808,4.0,1,70
1487360,2.0,1,28
1487912,3.0,1,25
1488465,4.0,1,90
1489017,5.0,1,47
1489569,3.0,1,81
1490122,1.0,1,75
1490674,5.0,1,30
1491226,1.0,1,12
1491778,4.0,1,46
1492331,1.0,1,58
1492883,3.0,1,53
1493435,2.0,1,81
1493988,1.0,1,88
1494540,4.0,1,55
1495092,1.0,1,62
1495645,3.0,1,17
1496197,2.0,1,66
1496749,1.0,1,50
1497301,4.0,1,82
1497854,4.0,1,23
1498406,3.0,1,93
1498958,1.0,1,20
1499511,1.0,1,74
1500063,4.0,1,48
1500615,5.0,1,46
1501168,5.0,1,31
1501720,2.0,1,9
1502272,5.0,1,48
1502824,4.0,1,61
1503377,4.0,1,1
1503929,3.0,1,75
1504481,3.0,1,20
1505034,2.0,1,62
1505586,4.0,1,95
1506138,2.0,1,38
1506691,1.0,1,84
1507243,3.0,1,55
1507795,3.0,1,31
1511109,4.0,1,95
1511661,5.0,1,38
1512214,3.0,1,69
1512766,2.0,1,9
1513318,1.0,1,88
1513870,2.0,1,40
1514423,1.0,1,61
1514975,1.0,1,81
1515527,1.0,1,7
1516080,2.0,1,77
1516632,1.0,1,54
1517184,1.0,1,38
1517737,2.0,1,54
1518289,3.0,1,88
1518841,4.0,1,74
1519393,3.0,1,96
1519946,2.0,1,37
1520498,2.0,1,60
1521050,3.0,1,53
1521603,2.0,1,41
1522155,4.0,1,67
1522707,4.0,1,25
1523260,4.0,1,82
1523812,5.0,1,86
1524364,3.0,1,47
1524916,1.0,1,25
1525469,1.0,1,70
1526021,3.0,1,91
1526573,5.0,1,51
1527126,4.0,1,46
1527678,1.0,1,76
1528230,5.0,1,67
1528783,1.0,1,47
1529335,1.0,1,32
1529887,2.0,1,67
1530439,1.0,1,65
1530992,3.0,1,5
1531544,1.0,1,39
1532096,5.0,1,27
1532649,2.0,1,13
1533201,3.0,1,42
1533753,4.0,1,57
1534306,1.0,1,2
1534858,4.0,1,21
1535410,1.0,1,8
1535962,4.0,1,7
1536515,3.0,1,12
1537067,5.0,1,68
1537619,2.0,1,4
1538172,5.0,1,15
1538724,3.0,1,83
1539276,2.0,1,92
1539829,4.0,1,63
1540381,2.0,1,38
1540933,4.0,1,64
1541485,5.0,1,76
1542038,1.0,1,89
1542590,5.0,1,4
1543142,5.0,1,45
1543695,4.0,1,79
1544247,3.0,1,65
1544799,4.0,1,88
1545352,5.0,1,6
1545904,2.0,1,22
1546456,2.0,1,52
1547008,3.0,1,77
1547561,4.0,1,2
1548113,4.0,1,36
1548665,4.0,1,2
1549218,4.0,1,32
1549770,1.0,1,14
1550322,2.0,1,29
1550875,4.0,1,51
1551427,3.0,1,64
1551979,5.0,1,20
1552531,3.0,1,39
1554741,4.0,1,24
1555293,1.0,1,84
1555845,2.0,1,86
1556398,3.0,1,64
1556950,3.0,1,94
1557502,2.0,1,45
1558054,2.0,1,16
1558607,2.0,1,60
1559159,2.0,1,53
1559711,1.0,1,99
1560264,5.0,1,47
1560816,4.0,1,96
1561368,1.0,1,27
1561921,1.0,1,85
1562473,4.0,1,27
1563025,1.0,1,88
1563577,1.0,1,74
1564130,5.0,1,61
1564682,5.0,1,30
1565234,2.0,1,23
1565787,4.0,1,23
1566339,5.0,1,92
1566891,1.0,1,89
1567444,1.0,1,82
1567996,5.0,1,48
1568548,4.0,1,58
1569100,2.0,1,91
1569653,2.0,1,7
1570205,2.0,1,83
1570757,4.0,1,94
1571310,3.0,1,98
1571862,1.0,1,33
1572414,5.0,1,85
1572967,4.0,1,76
1573519,4.0,1,9
1574071,5.0,1,7
1574623,3.0,1,62
1575176,1.0,1,24
1575728,5.0,1,57
1576280,3.0,1,62
1576833,3.0,1,29
1577385,1.0,1,5
1577937,3.0,1,42
1578490,2.0,1,80
1579042,3.0,1,87
1579594,2.0,1,94
1580146,1.0,1,31
1580699,4.0,1,12
1581251,2.0,1,58
1581803,3.0,1,81
1582356,5.0,1,18
1582908,4.0,1,6
1583460,4.0,1,2
1584013,3.0,1,96
1584565,1.0,1,94
1585117,2.0,1,67
1585669,4.0,1,92
1586222,5.0,1,34
1586774,5.0,1,99
1587326,2.0,1,3
1587879,2.0,1,33
1588431,3.0,1,9
1588983,5.0,1,32
1589536,3.0,1,49
1590088,5.0,1,96
1590640,5.0,1,81
1591192,4.0,1,36
1591745,3.0,1,1
1592297,3.0,1,48
1592849,5.0,1,41
1593402,1.0,1,17
1593954,2.0,1,73
1594506,5.0,1,51
1595059,3.0,1,77
1595611,2.0,1,90
1596163,1.0,1,72
1596715,1.0,1,71
1597268,5.0,1,8
1597820,4.0,1,33
1598372,3.0,1,93
1598925,4.0,1,7
1599477,4.0,1,75
1600029,1.0,1,5
1603895,3.0,1,88
1604448,3.0,1,62
1605000,3.0,1,5
1605552,1.0,1,71
1606105,5.0,1,44
1606657,5.0,1,19
1607209,4.0,1,88
1607761,5.0,1,90
1608314,5.0,1,29
1608866,4.0,1,34
1609418,2.0,1,74
1609971,4.0,1,88
1610523,5.0,1,52
1611075,4.0,1,84
1611628,3.0,1,25
1612180,4.0,1,41
1612732,1.0,1,58
1613284,5.0,1,95
1613837,3.0,1,80
1614389,5.0,1,78
1614941,1.0,1,73
1615494,1.0,1,34
1616046,4.0,1,35
1616598,4.0,1,2
1617151,3.0,1,59
1617703,2.0,1,43
1618255,1.0,1,40
1618807,1.0,1,44
1619360,3.0,1,2
1619912,1.0,1,18
1620464,1.0,1,50
1621017,3.0,1,21
1621569,1.0,1,64
1622121,1.0,1,43
1622674,5.0,1,2
1623226,4.0,1,42
1623778,5.0,1,93
1624330,2.0,1,23
1624883,1.0,1,24
1625435,3.0,1,14
1625987,4.0,1,92
1626540,4.0,1,71
1627092,2.0,1,24
1627644,5.0,1,39
1628197,5.0,1,19
1628749,4.0,1,43
1629301,3.0,1,59
1629853,4.0,1,35
1630406,2.0,1,42
1630958,5.0,1,56
1631510,2.0,1,2
1632063,1.0,1,53
1632615,3.0,1,20
1633167,4.0,1,39
1633720,4.0,1,41
1634272,1.0,1,36
1634824,3.0,1,5
1635376,3.0,1,93
1635929,1.0,1,82
1636481,4.0,1,95
1637033,3.0,1,78
1637586,1.0,1,33
1638138,1.0,1,91
1638690,2.0,1,36
1639243,1.0,1,72
1639795,5.0,1,18
1640347,4.0,1,66
1640899,3.0,1,26
1641452,5.0,1,13
1642004,4.0,1,3
1642556,4.0,1,59
1643109,2.0,1,10
1643661,3.0,1,57
1644213,4.0,1,31
1644766,1.0,1,1
1645318,4.0,1,56
1645870,5.0,1,31
1646422,5.0,1,93
1646975,3.0,1,6
1647527,3.0,1,43
1648079,4.0,1,5
1648632,4.0,1,67
1649184,2.0,1,45
1649736,4.0,1,69
1650289,1.0,1,25
1650841,2.0,1,42
1651393,2.0,1,69
1651945,5.0,1,90
1652498,3.0,1,22
1653050,1.0,1,27
1653602,3.0,1,40
1654155,4.0,1,22
1654707,2.0,1,11
1655259,4.0,1,4
1655812,1.0,1,46
1656364,4.0,1,97
1656916,5.0,1,37
1657468,3.0,1,38
1658021,2.0,1,34
1658573,5.0,1,5
1659125,1.0,1,40
1659678,3.0,1,55
1660230,2.0,1,53
1660782,4.0,1,71
1661335,1.0,1,47
1661887,2.0,1,96
1662439,5.0,1,41
1662991,4.0,1,91
1663544,1.0,1,1
1664096,4.0,1,98
1664648,3.0,1,72
1665201,2.0,1,50
1665753,1.0,1,73
1666305,4.0,1,24
1666858,1.0,1,93
1667410,4.0,1,75
1667962,1.0,1,84
1668514,1.0,1,95
1669067,3.0,1,80
1669619,4.0,1,39
1670171,2.0,1,1
1670724,5.0,1,28
1671276,4.0,1,27
1671828,5.0,1,12
1672381,2.0,1,75
1672933,3.0,1,77
1673485,3.0,1,74
1674037,5.0,1,76
1674590,4.0,1,35
1675142,3.0,1,94
1675694,2.0,1,25
1676247,5.0,1,2
1676799,5.0,1,44
1677351,1.0,1,79
1677904,1.0,1,20
1678456,3.0,1,6
1679008,2.0,1,96
1679560,3.0,1,95
1680113,1.0,1,38
1680665,1.0,1,5
1681217,2.0,1,38
1681770,4.0,1,25
1682322,2.0,1,27
1682874,3.0,1,86
1683427,1.0,1,54
1683979,1.0,1,46
1684531,2.0,1,6
1685083,4.0,1,7
1685636,3.0,1,35
1686188,2.0,1,68
1686740,1.0,1,14
1687293,2.0,1,94
1687845,2.0,1,48
1688397,3.0,1,8
1688950,3.0,1,9
1689502,2.0,1,46
1690054,5.0,1,40
1690606,4.0,1,40
1691159,1.0,1,45
1691711,1.0,1,92
1692263,3.0,1,61
1692816,2.0,1,26
1693368,2.0,1,1
1693920,3.0,1,14
1694473,2.0,1,37
1695025,3.0,1,45
1695577,1.0,1,35
1696129,1.0,1,91
1696682,2.0,1,18
1697234,3.0,1,26
1697786,5.0,1,62
1698339,1.0,1,72
1698891,2.0,1,51
1699443,3.0,1,73
1699996,2.0,1,20
1700548,1.0,1,12
1701100,2.0,1,32
1701652,2.0,1,48
1702205,1.0,1,3
1702757,2.0,1,57
1703309,5.0,1,1
1703862,5.0,1,53
1704414,2.0,1,80
1704966,1.0,1,53
1705519,3.0,1,45
1706071,3.0,1,55
1706623,5.0,1,62
1707175,4.0,1,90
1707728,1.0,1,39
1708280,5.0,1,39
1708832,2.0,1,36
1709385,3.0,1,36
1709937,1.0,1,7
1710489,1.0,1,26
1711042,4.0,1,84
1711594,2.0,1,48
1712146,5.0,1,32
1712698,2.0,1,28
1713251,5.0,1,14
1713803,2.0,1,73
